File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\Servo.cpp,Servo::writeMicroseconds(int value),18,15,11,2,2,3,1,30,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\Servo.cpp,Servo::read(),2,2,2,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\Servo.cpp,Servo::readMicroseconds(),8,7,5,2,1,1,0,3,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\Servo.cpp,Servo::attached(),2,2,2,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,checkHitEndstops(),32,32,24,5,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,isEndstopHit(),2,2,2,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,endstops_hit_on_purpose(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,enable_endstops(bool check),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,st_wake_up(),3,2,2,0,0,0,1,3,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,step_wait(),3,3,2,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,calc_timer(unsigned short step_rate),33,31,26,6,2,6,0,31,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\stepper.cpp,trapezoid_generator_reset(),27,13,11,0,2,0,12,39,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,"PID_autotune(float temp, int extruder, int ncycles)",149,117,91,19,16,2,16,58,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,updatePID(),9,9,4,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,getHeaterPower(int heater),4,4,3,3,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,"setExtruderAutoFanState(int pin, bool state)",6,5,5,0,0,0,1,12,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,checkExtruderAutoFans(),42,38,13,8,2,0,2,13,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,manage_heater(),238,211,117,26,19,8,8,121,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,"analog2temp(int raw, uint8_t e)",43,38,19,11,4,0,1,8,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,analog2tempBed(int raw),26,22,11,7,3,0,1,8,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,updateTemperaturesFromRawValues(),19,16,10,1,2,0,1,11,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,tp_init(),185,158,66,8,12,11,15,84,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,setWatch(),11,11,5,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,disable_heater(),39,36,17,1,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,max_temp_error(uint8_t e),11,11,8,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,min_temp_error(uint8_t e),11,11,8,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,bed_max_temp_error(void),12,12,7,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\temperature.cpp,read_max6675(),48,31,23,6,11,2,6,31,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_init(),12,12,9,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_update(),86,83,62,18,2,0,1,4,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_menu_startup(),55,42,25,9,4,1,9,22,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_menu_special_startup(),19,17,13,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,doCooldown(),7,5,4,1,1,0,1,8,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_menu_main(),26,24,15,4,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_menu_breakout(),78,74,44,28,4,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2.cpp,lcd_buttons_update(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,"lcd_change_to_menu(menuFunc_t nextMenu, int16_t newEncoderPos)",9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,"lcd_tripple_menu(const char* left, const char* right, const char* bottom)",42,38,26,7,4,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,lcd_basic_screen(),3,3,3,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,"lcd_info_screen(menuFunc_t cancelMenu, menuFunc_t callbackOnCancel, const char* cancelButtonText)",25,23,15,8,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,"lcd_question_screen(menuFunc_t optionAMenu, menuFunc_t callbackOnA, const char* AButtonText, menuFunc_t optionBMenu, menuFunc_t callbackOnB, const char* BButtonText)",39,37,24,11,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,lcd_progressbar(uint8_t progress),12,11,7,3,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,"lcd_scroll_menu(const char* menuNameP, int8_t entryCount, entryNameCallback_t entryNameCallback, entryDetailsCallback_t entryDetailsCallback)",53,39,32,9,12,1,2,19,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_hi_lib.cpp,lcd_menu_edit_setting(),43,38,23,6,5,1,0,9,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,i2c_start(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,i2c_restart(),3,3,3,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,i2c_send_raw(uint8_t data),4,4,4,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,i2c_end(),3,3,3,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"i2c_led_write(uint8_t addr, uint8_t data)",6,6,6,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_init(),94,64,64,0,25,21,5,86,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,ISR(TWI_vect),9,9,7,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_update_screen(),25,23,18,1,1,3,1,9,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_update_ready(),6,6,3,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_led_color(uint8_t r, uint8_t g, uint8_t b)",4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_string(uint8_t x, uint8_t y, const char* str)",28,26,22,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear_string(uint8_t x, uint8_t y, const char* str)",28,26,22,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_string_center(uint8_t y, const char* str)",2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear_string_center(uint8_t y, const char* str)",2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_stringP(uint8_t x, uint8_t y, const char* pstr)",28,25,21,2,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear_stringP(uint8_t x, uint8_t y, const char* pstr)",28,25,21,2,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_string_centerP(uint8_t y, const char* pstr)",2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear_string_centerP(uint8_t y, const char* pstr)",2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_string_center_atP(uint8_t x, uint8_t y, const char* pstr)",12,12,10,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear_string_center_atP(uint8_t x, uint8_t y, const char* pstr)",12,12,10,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_hline(uint8_t x0, uint8_t x1, uint8_t y)",9,8,6,1,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_vline(uint8_t x, uint8_t y0, uint8_t y1)",16,16,12,2,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_box(uint8_t x0, uint8_t y0, uint8_t x1, uint8_t y1)",5,5,5,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_shade(uint8_t x0, uint8_t y0, uint8_t x1, uint8_t y1)",25,23,16,5,0,0,2,21,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_clear(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_set(),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear(uint8_t x0, uint8_t y0, uint8_t x1, uint8_t y1)",26,26,18,6,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_invert(uint8_t x0, uint8_t y0, uint8_t x1, uint8_t y1)",26,26,18,6,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_set(uint8_t x0, uint8_t y0, uint8_t x1, uint8_t y1)",26,26,18,6,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_draw_gfx(uint8_t x, uint8_t y, const uint8_t* gfx)",22,20,15,4,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"lcd_lib_clear_gfx(uint8_t x, uint8_t y, const uint8_t* gfx)",22,20,15,4,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_beep(),5,5,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_buttons_update_interrupt(),38,36,20,12,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,lcd_lib_buttons_update(),7,6,6,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"int_to_string(int i, char* temp_buffer, const char* p_postfix)",23,23,15,7,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"int_to_time_string(unsigned long i, char* temp_buffer)",48,33,23,11,1,0,14,67,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_low_lib.cpp,"float_to_string(float f, char* temp_buffer, const char* p_postfix)",23,23,17,5,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_init(),9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,homeAndParkHeadForCenterAdjustment2(),6,6,6,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_start_bed_leveling(),7,7,7,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,homeAndRaiseBed(),5,5,5,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_init_2(),9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,homeAndParkHeadForCenterAdjustment(),5,5,5,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_init_3(),9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,parkHeadForLeftAdjustment(),12,11,11,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_center_adjust(),23,20,15,3,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,parkHeadForRightAdjustment(),8,8,8,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_left_adjust(),12,10,10,0,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_right_adjust(),11,10,10,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,parkHeadForCenterAdjustment(),8,8,8,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_paper(),9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_paper_center(),23,20,15,3,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_paper_left(),9,8,8,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,homeBed(),5,4,4,0,0,1,1,23,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_bed_level_paper_right(),12,11,9,1,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,parkHeadForHeating(),4,4,4,0,0,1,0,3,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_load(),9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_select_1(),20,18,15,2,2,1,0,6,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_material_select_callback(uint8_t nr),3,3,3,1,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_material_select_details_callback(uint8_t nr),2,2,2,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_select_material(),18,15,12,2,3,1,0,6,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_select_confirm_material(),8,8,8,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_select_2(),9,9,9,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_load_heatup(),29,24,19,4,5,1,0,17,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,runMaterialForward(),15,11,11,0,2,0,2,19,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_load_insert(),17,15,13,1,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_load_forward(),20,17,15,1,3,1,0,13,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_material_load_wait(),16,13,11,1,3,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_print_1(),7,7,7,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_first_run.cpp,lcd_menu_first_run_print_card_detect(),31,29,25,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance(),14,12,7,2,2,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_advanced_item(uint8_t nr),84,70,29,2,9,0,5,11,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_advanced_details(uint8_t nr),51,40,25,1,6,0,5,11,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_advanced_return(),4,4,4,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_advanced(),142,123,71,2,13,14,6,54,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_advanced_heatup(),21,20,15,4,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_extrude(),26,25,19,3,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_maintenance_advanced_bed_heatup(),21,20,15,4,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_advanced_version(),5,5,5,0,0,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_advanced_stats(),20,19,17,2,1,1,0,10,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,doFactoryReset(),22,15,8,0,1,0,6,55,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_menu_advanced_factory_reset(),6,5,5,0,1,0,0,0,
C:\Users\Chris\Documents\GitHub\ultimaker2_firmware\Ultimaker2 Marlin General Firmware\Marlin_UM2\UltiLCD2_menu_maintenance.cpp,lcd_retraction_item(uint8_t nr),10,10,6,2,0,0,0,0,
